nd_texts/1075900.gerichtsurteil-ueber-seenotretter-pegida-darf-mission-lifeline-nicht-als-schlepper-bezeichnen https://www.neues-deutschland.de/artikel/1075900.gerichtsurteil-ueber-seenotretter-pegida-darf-mission-lifeline-nicht-als-schlepper-bezeichnen.html 2018-01-02 |None| politics |radically left| |['Flüchtlinge', 'Mittelmeer', 'Pegida', 'Seenotrettung']|
nd_texts/1075895.chemnitz-rechte-schmieren-hakenkreuze-polizei-laesst-gewaehren https://www.neues-deutschland.de/artikel/1075895.chemnitz-rechte-schmieren-hakenkreuze-polizei-laesst-gewaehren.html 2015-12-26 |Maria Jordan| politics |radically left| |['Chemnitz', 'Polizei', 'Rassismus', 'Rechtsextremismus', 'Rechtsradikalismus', 'Sachsen']|
nd_texts/1075892.eln-in-kolumbien-erstes-todesopfer-nach-ende-der-waffenruhe https://www.neues-deutschland.de/artikel/1075892.eln-in-kolumbien-erstes-todesopfer-nach-ende-der-waffenruhe.html 2017-09-02 |None| politics |radically left| |['FARC', 'Frieden', 'Guerilla', 'Kolumbien', 'Rebellen', 'Südamerika']|
nd_texts/1075891.grosse-koalition-sondierern-stehen-dicke-brocken-bevor https://www.neues-deutschland.de/artikel/1075891.grosse-koalition-sondierern-stehen-dicke-brocken-bevor.html 2017-12-20 |None| politics |radically left| |['CDU', 'CSU', 'Groko', 'Große', 'Koalition', 'Sondierungen', 'SPD']|
nd_texts/1075864.jenseits-vom-mettmann https://www.neues-deutschland.de/artikel/1075864.jenseits-vom-mettmann.html 2017-10-14 |None| politics |radically left| |['Fleisch', 'Landwirtschaft', 'Massentierhaltung', 'Veganismus', 'Vegetarische', 'Ernährung']|
nd_texts/1075863.unten-links https://www.neues-deutschland.de/artikel/1075863.unten-links.html 2017-12-05 |None| politics |radically left| |['Donald', 'Trump', 'linke', 'Bewegung']|
nd_texts/1075862.nur-wenige-entschaedigungen-fuer-rotarmisten https://www.neues-deutschland.de/artikel/1075862.nur-wenige-entschaedigungen-fuer-rotarmisten.html 2018-01-24 |René Heilig| politics |radically left| |['DIE', 'LINKE']|
nd_texts/1075859.katalanen-einigen-sich-auf-regierung https://www.neues-deutschland.de/artikel/1075859.katalanen-einigen-sich-auf-regierung.html 2017-12-30 |None| politics |radically left| |['Belgien', 'Katalonien', 'linke', 'Bewegung', 'Medienkritik']|
nd_texts/1075858.puigdemont-bastelt-an-seiner-wiederwahl https://www.neues-deutschland.de/artikel/1075858.puigdemont-bastelt-an-seiner-wiederwahl.html 2017-11-17 |Ralf Streck| politics |radically left| |['Belgien', 'Katalonien', 'Spanien']|
nd_texts/1075857.griechenland-das-ende-der-austeritaet-in-griechenland https://www.neues-deutschland.de/artikel/1075857.griechenland-das-ende-der-austeritaet-in-griechenland.html 2017-12-12 |Carolin Philipp| politics |radically left| |['Griechenland', 'Streik']|
nd_texts/1075850.wohnungsnot-caritas-warnt-vor-wohnungsnot https://www.neues-deutschland.de/artikel/1075850.wohnungsnot-caritas-warnt-vor-wohnungsnot.html 2018-01-09 |None| politics |radically left| |['Obdachlosigkeit', 'Sozialwohnraum', 'Wohnen', 'Wohnungsbau']|
nd_texts/1075849.gute-taten-fuer-die-propaganda https://www.neues-deutschland.de/artikel/1075849.gute-taten-fuer-die-propaganda.html 2017-11-01 |Peter Nowak| politics |radically left| |['Asylpolitik', 'Berlin', 'Dresden', 'Einwanderung', 'Flüchtlinge', 'Obdachlosigkeit', 'Sachsen', 'Wohnen']|
nd_texts/1075846.metoo-laestige-freiheit https://www.neues-deutschland.de/artikel/1075846.metoo-laestige-freiheit.html 2018-01-15 |Samuela Nickel| politics |radically left| |['Frankreich']|
nd_texts/1075845.groko-obergrenze-light https://www.neues-deutschland.de/artikel/1075845.groko-obergrenze-light.html 2016-02-10 |Uwe Kalbe| politics |radically left| |['Asylpolitik', 'CDU', 'Flüchtlinge', 'Groko', 'Große', 'Koalition', 'SPD']|
nd_texts/1075844.frauenquote-frauenquote-als-drohung https://www.neues-deutschland.de/artikel/1075844.frauenquote-frauenquote-als-drohung.html 2017-12-06 |Grit Gernhardt| politics |radically left| |['Frauenquote', 'Katarina', 'Barley', 'SPD']|
nd_texts/1075841.asylpolitik-familien-auf-dem-basar https://www.neues-deutschland.de/artikel/1075841.asylpolitik-familien-auf-dem-basar.html 2016-11-30 |Uwe Kalbe| politics |radically left| |['Asylpolitik', 'Einwanderung', 'Flüchtlinge', 'SPD']|
nd_texts/1075839.schoenheit-hilft-auch-beim-urnengang https://www.neues-deutschland.de/artikel/1075839.schoenheit-hilft-auch-beim-urnengang.html 2017-12-18 |None| politics |radically left| |['AfD', 'Alexander', 'Gauland', 'Alice', 'Weidel', 'Angela', 'Merkel', 'CDU', 'DIE', 'LINKE', 'Düsseldorf', 'FDP', 'Hessen', 'Nordrhein-Westfalen', 'SPD']|
nd_texts/1075840.parteispenden-politik-hat-ihren-preis https://www.neues-deutschland.de/artikel/1075840.parteispenden-politik-hat-ihren-preis.html 2018-01-04 |None| politics |radically left| |['Bayern', 'CSU', 'EADS', 'FDP', 'Metallindustrie', 'Parteispenden']|
nd_texts/1075823.es-kracht-in-magdeburg https://www.neues-deutschland.de/artikel/1075823.es-kracht-in-magdeburg.html 2017-10-02 |None| politics |radically left| |['Artenschutz', 'CDU', 'Landwirtschaft']|
nd_texts/1075822.dreamer-hoffnung-fuer-die-traeumer https://www.neues-deutschland.de/artikel/1075822.dreamer-hoffnung-fuer-die-traeumer.html 2017-12-04 |Olaf Standke| politics |radically left| |['Donald', 'Trump', 'Einwanderung', 'USA']|
nd_texts/1075815.einigung-beim-namensstreit https://www.neues-deutschland.de/artikel/1075815.einigung-beim-namensstreit.html 2017-01-20 |Elke Windisch| politics |radically left| |['Bulgarien', 'Griechenland', 'Russland']|
nd_texts/1075813.usa-nehmen-vorwurf-zurueck https://www.neues-deutschland.de/artikel/1075813.usa-nehmen-vorwurf-zurueck.html 2017-11-29 |bösen Schwingungen| politics |radically left| |['Kuba', 'USA']|
nd_texts/1075814.noch-kein-happy-end https://www.neues-deutschland.de/artikel/1075814.noch-kein-happy-end.html 2017-11-23 |Wojciech Osinski| politics |radically left| |['Belgien', 'Europäische', 'Union', 'Polen']|
nd_texts/1075801.nd-soliaktion-teilen-macht-satt-umkaempftes-saatgut https://www.neues-deutschland.de/artikel/1075801.nd-soliaktion-teilen-macht-satt-umkaempftes-saatgut.html 2017-12-14 |Christine Wiid| politics |radically left| |['Hunger', 'Indien', 'Landwirtschaft', 'Literatur', 'Mosambik', 'nd-Solidaritätsaktion', 'Solidarität']|
nd_texts/1075800.whistleblower-whistleblower-am-scheideweg https://www.neues-deutschland.de/artikel/1075800.whistleblower-whistleblower-am-scheideweg.html 2017-12-16 |Luc Caregari| politics |radically left| |['Luxemburg', 'Pressefreiheit', 'Steuerpolitk']|
nd_texts/1075799.nd-soliaktion-teilen-macht-satt-in-der-schuldenfalle https://www.neues-deutschland.de/artikel/1075799.nd-soliaktion-teilen-macht-satt-in-der-schuldenfalle.html 2017-12-14 |Christine Wiid| politics |radically left| |['Bildungspolitik', 'IWF', 'Mosambik', 'nd-Solidaritätsaktion', 'Solidarität', 'Verschuldung']|
nd_texts/1075792.nd-soliaktion-teilen-macht-satt-papier-das-hunger-macht https://www.neues-deutschland.de/artikel/1075792.nd-soliaktion-teilen-macht-satt-papier-das-hunger-macht.html 2017-12-14 |Christine Wiid| politics |radically left| |['Kleinbauern', 'Landwirtschaft', 'Mosambik', 'nd-Solidaritätsaktion', 'Solidarität']|
nd_texts/1075790.nd-soliaktion-teilen-macht-satt-kleine-raupe-grosse-gefahr https://www.neues-deutschland.de/artikel/1075790.nd-soliaktion-teilen-macht-satt-kleine-raupe-grosse-gefahr.html 2017-12-01 |Christine Wiid| politics |radically left| |['Kleinbauern', 'Landwirtschaft', 'Mosambik', 'nd-Solidaritätsaktion', 'Simbabwe', 'Solidarität']|
nd_texts/1075784.ersthilfe-mit-nasenspray https://www.neues-deutschland.de/artikel/1075784.ersthilfe-mit-nasenspray.html 2017-11-23 |Johannes Hartl| politics |radically left| |['Arzneimittel', 'Bayern', 'Drogen']|
nd_texts/1075781.nd-soliaktion-teilen-macht-satt-mit-steps-gegen-tabuthemen https://www.neues-deutschland.de/artikel/1075781.nd-soliaktion-teilen-macht-satt-mit-steps-gegen-tabuthemen.html 2017-11-18 |None| politics |radically left| |['Armut', 'Film', 'Friedensbewegung', 'nd-Solidaritätsaktion', 'Solidarität', 'Südafrika']|
nd_texts/1075780.nd-soliaktion-teilen-macht-satt-der-lange-schatten-der-apartheid https://www.neues-deutschland.de/artikel/1075780.nd-soliaktion-teilen-macht-satt-der-lange-schatten-der-apartheid.html 2012-12-15 |Helge Swars| politics |radically left| |['Apartheid', 'nd-Solidaritätsaktion', 'Solidarität', 'Südafrika']|
nd_texts/1075778.gesundheitsberatung-hilfe-ohne-anmeldung https://www.neues-deutschland.de/artikel/1075778.gesundheitsberatung-hilfe-ohne-anmeldung.html 2018-01-11 |Folke Havekost| politics |radically left| |[]|
nd_texts/1075773.nd-soliaktion-teilen-macht-satt-neuer-schwung-fuer-altes-wissen https://www.neues-deutschland.de/artikel/1075773.nd-soliaktion-teilen-macht-satt-neuer-schwung-fuer-altes-wissen.html 2016-01-14 |Anne Ziegler| politics |radically left| |['Indien', 'Nachhaltigkeit', 'nd-Solidaritätsaktion', 'Ökologie', 'Solidarität']|
nd_texts/1075772.bjoern-hoecke-neonazi-beschwert-sich-afd-zu-links https://www.neues-deutschland.de/artikel/1075772.bjoern-hoecke-neonazi-beschwert-sich-afd-zu-links.html 2017-12-19 |Reimar Paul| politics |radically left| |['Alternative', 'für', 'Deutschland', 'Björn', 'Höcke', 'Neonazi', 'Rechtsextremismus']|
nd_texts/1075771.nd-soliaktion-teilen-macht-satt-sozial-gerecht-und-oekologisch-nachhaltig https://www.neues-deutschland.de/artikel/1075771.nd-soliaktion-teilen-macht-satt-sozial-gerecht-und-oekologisch-nachhaltig.html 2017-12-14 |None| politics |radically left| |['fairer', 'Handel', 'Indien', 'Nachhaltigkeit', 'nd-Solidaritätsaktion', 'Ökologie', 'Solidarität']|
nd_texts/1075770.kriegsgefangene-nur-wenige-entschaedigungen-fuer-rotarmisten https://www.neues-deutschland.de/artikel/1075770.kriegsgefangene-nur-wenige-entschaedigungen-fuer-rotarmisten.html 2015-04-02 |René Heilig| politics |radically left| |['Deutschland', 'Entschädigung', 'Jan', 'Korte', 'Kriegsgefangene', 'LINKE', 'Sowjetarmee', 'Sowjetunion']|
nd_texts/1075767.fleischatlas-alternativen-zum-fleisch-auf-dem-teller https://www.neues-deutschland.de/artikel/1075767.fleischatlas-alternativen-zum-fleisch-auf-dem-teller.html 2017-07-28 |Haidy Damm| politics |radically left| |['Fleisch', 'Konsum', 'Mehrwertsteuer', 'Tierhaltung', 'Vegetarische', 'Ernährung']|
nd_texts/1075854.fluechtlingsboot-vor-libyen-gekentert https://www.neues-deutschland.de/artikel/1075854.fluechtlingsboot-vor-libyen-gekentert.html 2017-12-28 |None| politics |radically left| |['Asylpolitik', 'Flüchtlinge', 'Libyen']|
nd_texts/1075855.iran-bei-drogendelikten-keine-todesstrafe-mehr https://www.neues-deutschland.de/artikel/1075855.iran-bei-drogendelikten-keine-todesstrafe-mehr.html 2017-09-07 |None| politics |radically left| |['Drogen', 'Iran', 'Todesstrafe']|
nd_texts/1075856.gewalt-und-pluenderungen-in-tunesien https://www.neues-deutschland.de/artikel/1075856.gewalt-und-pluenderungen-in-tunesien.html 2018-01-11 |None| politics |radically left| |['Tunesien']|
nd_texts/1075852.frueherer-norwegischer-premier-nordli-gestorben https://www.neues-deutschland.de/artikel/1075852.frueherer-norwegischer-premier-nordli-gestorben.html 2018-01-11 |None| politics |radically left| |['Norwegen']|
nd_texts/1075853.rabbiner-auf-westbank-erschossen https://www.neues-deutschland.de/artikel/1075853.rabbiner-auf-westbank-erschossen.html 2017-12-11 |None| politics |radically left| |['Nahost', 'Palästina', 'Westjordanland']|
nd_texts/1075851.kolumbien-waffenruhe-mit-eln-guerilla-soll-verlaengert-werden https://www.neues-deutschland.de/artikel/1075851.kolumbien-waffenruhe-mit-eln-guerilla-soll-verlaengert-werden.html 2017-06-08 |None| politics |radically left| |['Ecuador', 'Kolumbien']|
nd_texts/1075837.bundestag-will-ausschuesse-einsetzen https://www.neues-deutschland.de/artikel/1075837.bundestag-will-ausschuesse-einsetzen.html 2018-01-11 |None| politics |radically left| |[]|
nd_texts/1075838.gerichtliche-verfuegung-gegen-afd-mann-maier https://www.neues-deutschland.de/artikel/1075838.gerichtliche-verfuegung-gegen-afd-mann-maier.html 2017-12-07 |None| politics |radically left| |['AfD', 'Berlin']|
nd_texts/1075836.familienministerin-barley-will-frauenquote-in-vorstaenden-durchsetzen https://www.neues-deutschland.de/artikel/1075836.familienministerin-barley-will-frauenquote-in-vorstaenden-durchsetzen.html 2015-12-11 |None| politics |radically left| |['Frauenquote', 'Katarina', 'Barley', 'SPD']|
nd_texts/1075829.neuer-rekord-bei-kleinen-anfragen-in-sachsen https://www.neues-deutschland.de/artikel/1075829.neuer-rekord-bei-kleinen-anfragen-in-sachsen.html 2018-01-10 |None| politics |radically left| |['Dresden', 'Sachsen']|
nd_texts/1075830.gebuehr-bei-kontrolle-von-pflegeheimen-unzulaessig https://www.neues-deutschland.de/artikel/1075830.gebuehr-bei-kontrolle-von-pflegeheimen-unzulaessig.html 2018-01-11 |None| politics |radically left| |['Sachsen']|
nd_texts/1075827.tritt-regierungschef-kretschmann-fuer-eine-dritte-amtszeit-an https://www.neues-deutschland.de/artikel/1075827.tritt-regierungschef-kretschmann-fuer-eine-dritte-amtszeit-an.html 2017-09-27 |None| politics |radically left| |['Baden-Württemberg', 'Winfried', 'Kretschmann']|
nd_texts/1075828.magdeburg-bekommt-stadtwache-fuer-die-city https://www.neues-deutschland.de/artikel/1075828.magdeburg-bekommt-stadtwache-fuer-die-city.html 2017-12-30 |None| politics |radically left| |['Magdeburg', 'Sachsen-Anhalt']|
nd_texts/1075817.tusk-warnt-vor-eu-austritt-polens https://www.neues-deutschland.de/artikel/1075817.tusk-warnt-vor-eu-austritt-polens.html 2018-01-06 |None| politics |radically left| |['Brexit', 'Europäische', 'Union', 'Polen']|
nd_texts/1075818.viele-laender-noch-immer-ohne-us-botschafter https://www.neues-deutschland.de/artikel/1075818.viele-laender-noch-immer-ohne-us-botschafter.html 2018-01-10 |None| politics |radically left| |['Donald', 'Trump', 'USA']|
nd_texts/1075819.keine-oelbohrungen-vor-florida-erlaubt https://www.neues-deutschland.de/artikel/1075819.keine-oelbohrungen-vor-florida-erlaubt.html 2018-01-11 |None| politics |radically left| |['USA']|
nd_texts/1075816.suedkoreas-praesident-ist-zu-treffen-mit-kollegen-aus-nordkoreas-bereit https://www.neues-deutschland.de/artikel/1075816.suedkoreas-praesident-ist-zu-treffen-mit-kollegen-aus-nordkoreas-bereit.html 2018-01-03 |None| politics |radically left| |['Donald', 'Trump', 'KDVR', 'Südkorea']|
nd_texts/1075789.spd-rheinland-pfalz-verliert-in-umfrage https://www.neues-deutschland.de/artikel/1075789.spd-rheinland-pfalz-verliert-in-umfrage.html 2017-12-27 |None| politics |radically left| |['CDU', 'DIE', 'LINKE', 'Rheinland-Pfalz', 'SPD']|
nd_texts/1075787.rekordbeteiligung-am-hansetag-erwartet https://www.neues-deutschland.de/artikel/1075787.rekordbeteiligung-am-hansetag-erwartet.html 2018-01-09 |None| politics |radically left| |['Mecklenburg-Vorpommern', 'Rostock']|
nd_texts/1075788.anteil-auslaendischer-studenten-verdoppelt https://www.neues-deutschland.de/artikel/1075788.anteil-auslaendischer-studenten-verdoppelt.html 2018-01-11 |None| politics |radically left| |[]|
nd_texts/1075786.vorschlaege-fuer-eine-nordost-landeshymne https://www.neues-deutschland.de/artikel/1075786.vorschlaege-fuer-eine-nordost-landeshymne.html 2018-01-11 |None| politics |radically left| |['Mecklenburg-Vorpommern']|
nd_texts/1075843.tunesien-viele-verletzte-und-festnahmen-bei-protesten-in-tunesien https://www.neues-deutschland.de/artikel/1075843.tunesien-viele-verletzte-und-festnahmen-bei-protesten-in-tunesien.html 2012-03-09 |None| politics |radically left| |['Arabische', 'Umbrüche', 'Protestbewegung', 'Tunesien']|
nd_texts/1075769.afd-politiker-jens-maier-gerichtliche-verfuegung-nach-rassistischem-tweet https://www.neues-deutschland.de/artikel/1075769.afd-politiker-jens-maier-gerichtliche-verfuegung-nach-rassistischem-tweet.html 2018-01-07 |None| politics |radically left| |['AfD', 'Rassismus', 'Rechtspopulismus', 'Twitter']|
nd_texts/1075764.antisemitismus-gedeon-darf-in-der-afd-bleiben https://www.neues-deutschland.de/artikel/1075764.antisemitismus-gedeon-darf-in-der-afd-bleiben.html 2017-01-24 |None| politics |radically left| |['Alternative', 'für', 'Deutschland', 'Antisemitismus', 'Parteien', 'Rechtsextremismus', 'Rechtspopulismus']|
nd_texts/1075763.frauenquote-fuer-vorstaende-barley-will-frauenquote-in-der-wirtschaft https://www.neues-deutschland.de/artikel/1075763.frauenquote-fuer-vorstaende-barley-will-frauenquote-in-der-wirtschaft.html 2017-12-06 |None| politics |radically left| |['Frauenquote', 'SPD', 'Wirtschaft']|
nd_texts/1075762.dreamer-in-den-usa-richter-schutzstatus-fuer-junge-einwanderer-bleibt-in-kraft https://www.neues-deutschland.de/artikel/1075762.dreamer-in-den-usa-richter-schutzstatus-fuer-junge-einwanderer-bleibt-in-kraft.html 2017-12-16 |None| politics |radically left| |['Abschiebung', 'Barack', 'Obama', 'Donald', 'Trump', 'Migranten', 'USA']|
nd_texts/1075761.breitbart-news-steve-bannon-verlaesst-rechte-us-webseite https://www.neues-deutschland.de/artikel/1075761.breitbart-news-steve-bannon-verlaesst-rechte-us-webseite.html 2017-11-11 |None| politics |radically left| |['Breitbart', 'Donald', 'Trump', 'Propaganda', 'Rechte', 'USA', 'Weißes', 'Haus']|
nd_texts/1075760.extreme-rechte-in-den-usa-neonazi-zu-fuenf-jahren-haft-verurteilt https://www.neues-deutschland.de/artikel/1075760.extreme-rechte-in-den-usa-neonazi-zu-fuenf-jahren-haft-verurteilt.html 2017-08-13 |None| politics |radically left| |['Neonazi', 'Rechtsextremismus', 'Terror', 'USA']|
nd_texts/1075759.rot-rot-gruen-im-bund-riexinger-bietet-spd-gemeinsame-regierung-an https://www.neues-deutschland.de/artikel/1075759.rot-rot-gruen-im-bund-riexinger-bietet-spd-gemeinsame-regierung-an.html 2018-01-01 |None| politics |radically left| |['Bernd', 'Riexinger', 'Bundesregierung', 'Große', 'Koalition', 'LINKE', 'R2G', 'Rot-Rot', 'Rot-Rot-Grün']|
nd_texts/1075739.zaehlappell-bei-hessens-parteien https://www.neues-deutschland.de/artikel/1075739.zaehlappell-bei-hessens-parteien.html 2017-11-08 |None| politics |radically left| |['AfD', 'CDU', 'Hessen', 'Landtagswahl', 'Schwarz-Grün', 'Volker', 'Bouffier']|
nd_texts/1075737.justizminister-auf-der-flucht-nach-vorn https://www.neues-deutschland.de/artikel/1075737.justizminister-auf-der-flucht-nach-vorn.html 2018-01-10 |None| politics |radically left| |['Thüringen']|
nd_texts/1075720.der-kampf-um-die-waende https://www.neues-deutschland.de/artikel/1075720.der-kampf-um-die-waende.html 2018-01-10 |Zubaidah Jalil| politics |radically left| |[]|
nd_texts/1075716.us-polizei-erschoss-menschen https://www.neues-deutschland.de/artikel/1075716.us-polizei-erschoss-menschen.html 2018-01-10 |None| politics |radically left| |['USA']|
nd_texts/1075717.von-pjoengjang-nach-pyeongchang https://www.neues-deutschland.de/artikel/1075717.von-pjoengjang-nach-pyeongchang.html 2018-01-09 |None| politics |radically left| |['KDVR', 'Südkorea']|
nd_texts/1075715.ist-das-denn-ein-aufmacher https://www.neues-deutschland.de/artikel/1075715.ist-das-denn-ein-aufmacher.html 2018-01-10 |None| politics |radically left| |['AfD', 'Alexander', 'Gauland', 'Bundestagswahl', 'Medienkritik']|
nd_texts/1075714.schon-tote-auf-mittelmeerroute https://www.neues-deutschland.de/artikel/1075714.schon-tote-auf-mittelmeerroute.html 2017-11-03 |None| politics |radically left| |['Einwanderung', 'Italien', 'Mittelmeer', 'UNO']|
nd_texts/1075704.der-name-ist-noch-umstritten https://www.neues-deutschland.de/artikel/1075704.der-name-ist-noch-umstritten.html 2017-12-19 |None| politics |radically left| |['Digitalisierung', 'Einwanderung', 'SPD']|
nd_texts/1075703.groko-sondierung-steuergeschenke-fuer-besserverdienende https://www.neues-deutschland.de/artikel/1075703.groko-sondierung-steuergeschenke-fuer-besserverdienende.html 2018-01-03 |None| politics |radically left| |['CDU', 'Große', 'Koalition', 'SPD', 'Steuerpolitk']|
nd_texts/1075702.grosse-koalition-warten-in-lauerstellung https://www.neues-deutschland.de/artikel/1075702.grosse-koalition-warten-in-lauerstellung.html 2013-11-03 |Florian Haenes| politics |radically left| |['Angela', 'Merkel', 'Sigmar', 'Gabriel', 'SPD']|
nd_texts/1075692.macron-auf-der-seidenstrasse https://www.neues-deutschland.de/artikel/1075692.macron-auf-der-seidenstrasse.html 2017-05-26 |None| politics |radically left| |['China', 'Europäische', 'Union', 'Frankreich', 'USA']|
nd_texts/1075691.erdogan-mehr-militaer-nach-nordsyrien https://www.neues-deutschland.de/artikel/1075691.erdogan-mehr-militaer-nach-nordsyrien.html 2016-11-06 |None| politics |radically left| |['IS', 'Israel', 'Nahost', 'Syrien', 'Türkei']|
nd_texts/1075690.schmelzendes-eis-und-winterspiele https://www.neues-deutschland.de/artikel/1075690.schmelzendes-eis-und-winterspiele.html 2018-01-03 |Susanne Steffen| politics |radically left| |['Donald', 'Trump', 'KDVR', 'Südkorea']|
nd_texts/1075678.medienaktivismus-fpoe-muss-an-filmpiraten-zahlen https://www.neues-deutschland.de/artikel/1075678.medienaktivismus-fpoe-muss-an-filmpiraten-zahlen.html 2017-12-30 |None| politics |radically left| |['Erfurt', 'Österreich', 'Thüringen']|
nd_texts/1075658.projekt-fliegende-scouts https://www.neues-deutschland.de/artikel/1075658.projekt-fliegende-scouts.html 2018-01-24 |René Heilig| politics |radically left| |['Bundeswehr']|
nd_texts/1075628.iran-die-unzufriedenheit-und-wut-gibt-es-weiter https://www.neues-deutschland.de/artikel/1075628.iran-die-unzufriedenheit-und-wut-gibt-es-weiter.html 2018-01-10 |Alexander Isele| politics |radically left| |[]|
nd_texts/1075623.chronik-einer-krise https://www.neues-deutschland.de/artikel/1075623.chronik-einer-krise.html 2017-12-30 |None| politics |radically left| |['Brexit', 'Großbritannien']|
nd_texts/1075622.may-baut-zaghaft-um https://www.neues-deutschland.de/artikel/1075622.may-baut-zaghaft-um.html 2018-01-10 |Peter Stäuber| politics |radically left| |['Großbritannien']|
nd_texts/1075621.nordirland-nordirland-steckt-fest https://www.neues-deutschland.de/artikel/1075621.nordirland-nordirland-steckt-fest.html 2018-01-10 |Ian King| politics |radically left| |[]|
nd_texts/1075616.iran-irans-todesrichter-als-patient-in-hannover https://www.neues-deutschland.de/artikel/1075616.iran-irans-todesrichter-als-patient-in-hannover.html 2018-01-10 |Hagen Jung| politics |radically left| |['Iran', 'Repression']|
nd_texts/1075614.junge-soldaten-u-zulauf-fuer-die-bundeswehr https://www.neues-deutschland.de/artikel/1075614.junge-soldaten-u-zulauf-fuer-die-bundeswehr.html 2018-01-09 |René Heilig| politics |radically left| |['Bundeswehr', 'DIE', 'LINKE', 'Kindersoldaten', 'linke', 'Parteien', 'Soldaten']|
nd_texts/1075743.aktion-gegen-beitraege-zum-strassenausbau https://www.neues-deutschland.de/artikel/1075743.aktion-gegen-beitraege-zum-strassenausbau.html 2018-01-10 |None| politics |radically left| |['Bayern']|
nd_texts/1075742.sachsen-ex-minister-haubitz-zurueck-an-schule https://www.neues-deutschland.de/artikel/1075742.sachsen-ex-minister-haubitz-zurueck-an-schule.html 2017-12-18 |None| politics |radically left| |['Bildungspolitik', 'Dresden', 'Sachsen', 'Stanislaw', 'Tillich']|
nd_texts/1075741.weg-frei-fuer-planung-der-neubaustrecke-nach-prag https://www.neues-deutschland.de/artikel/1075741.weg-frei-fuer-planung-der-neubaustrecke-nach-prag.html 2017-11-02 |None| politics |radically left| |['Bahnverkehr', 'Dresden', 'Sachsen', 'Tschechien', 'Verkehrspolitik']|
nd_texts/1075740.seenplatte-kreis-setzt-muell-detektive-ein https://www.neues-deutschland.de/artikel/1075740.seenplatte-kreis-setzt-muell-detektive-ein.html 2018-01-10 |None| politics |radically left| |['Mecklenburg-Vorpommern']|
nd_texts/1075710.irans-aussenminister-nach-bruessel-eingeladen https://www.neues-deutschland.de/artikel/1075710.irans-aussenminister-nach-bruessel-eingeladen.html 2017-12-27 |None| politics |radically left| |['Belgien', 'Europäische', 'Union', 'Iran', 'Sigmar', 'Gabriel']|
nd_texts/1075711.thailand-bestaetigt-flucht-von-ex-premier-yingluck https://www.neues-deutschland.de/artikel/1075711.thailand-bestaetigt-flucht-von-ex-premier-yingluck.html 2018-01-10 |None| politics |radically left| |['Großbritannien', 'Thailand']|
nd_texts/1075712.anschlaege-in-frankreich-vereitelt https://www.neues-deutschland.de/artikel/1075712.anschlaege-in-frankreich-vereitelt.html 2018-01-10 |None| politics |radically left| |['Frankreich']|
nd_texts/1075709.demonstrant-stirbt-bei-protesten-in-tunesien https://www.neues-deutschland.de/artikel/1075709.demonstrant-stirbt-bei-protesten-in-tunesien.html 2018-01-10 |None| politics |radically left| |['Tunesien']|
nd_texts/1075696.vietnam-geschaeftsmann-gibt-fehlverhalten-zu https://www.neues-deutschland.de/artikel/1075696.vietnam-geschaeftsmann-gibt-fehlverhalten-zu.html 2018-01-10 |None| politics |radically left| |['Vietnam']|
nd_texts/1075694.pakistan-laesst-taliban-anhaenger-frei https://www.neues-deutschland.de/artikel/1075694.pakistan-laesst-taliban-anhaenger-frei.html 2017-10-19 |None| politics |radically left| |['Al', 'Qaida', 'Pakistan', 'Taliban']|
nd_texts/1075695.russland-sonderermittler-will-trump-befragen https://www.neues-deutschland.de/artikel/1075695.russland-sonderermittler-will-trump-befragen.html 2018-01-03 |None| politics |radically left| |['Donald', 'Trump', 'Russland', 'USA']|
nd_texts/1075693.kabinettsumbildung-in-polen https://www.neues-deutschland.de/artikel/1075693.kabinettsumbildung-in-polen.html 2018-01-10 |None| politics |radically left| |['Polen']|
nd_texts/1075661.immerather-dom-abgerissen https://www.neues-deutschland.de/artikel/1075661.immerather-dom-abgerissen.html 2018-01-10 |None| politics |radically left| |[]|
nd_texts/1075659.schlag-gegen-die-mafia-elf-festnahmen-in-deutschland https://www.neues-deutschland.de/artikel/1075659.schlag-gegen-die-mafia-elf-festnahmen-in-deutschland.html 2016-12-24 |None| politics |radically left| |['Hessen', 'Italien', 'Organisierte', 'Kriminalität']|
nd_texts/1075660.fussballprofi-naki-nach-angriff-an-sicherem-ort https://www.neues-deutschland.de/artikel/1075660.fussballprofi-naki-nach-angriff-an-sicherem-ort.html 2018-01-10 |None| politics |radically left| |['Fußball']|
nd_texts/1075634.musikfestival-startet-mit-juedischer-musik https://www.neues-deutschland.de/artikel/1075634.musikfestival-startet-mit-juedischer-musik.html 2018-01-10 |None| politics |radically left| |['Juden', 'Mecklenburg-Vorpommern', 'Musik']|
nd_texts/1075635.thueringen-zwei-anonyme-geburten-in https://www.neues-deutschland.de/artikel/1075635.thueringen-zwei-anonyme-geburten-in.html 2018-01-10 |None| politics |radically left| |['Geburten', 'Thüringen']|
nd_texts/1075633.streit-um-leitbild-fuer-landwirtschaft-eskaliert https://www.neues-deutschland.de/artikel/1075633.streit-um-leitbild-fuer-landwirtschaft-eskaliert.html 2018-01-10 |None| politics |radically left| |['Landwirtschaft']|
