|../jungle/articles/1761_Gitarre nach Pythagoras.txt| https://jungle.world/artikel/2017/29/gitarre-nach-pythagoras 2017-07-20 |Tabea Köbler| dschungel []
../nachdenkseiten/articles/27063.txt http://www.nachdenkseiten.de/?p=27063 2015-08-07 |Albrecht Müller| |['Aufbau Gegenöffentlichkeit', 'Strategien der Meinungsmache']|
|../jungle/articles/0299_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
../nachdenkseiten/articles/26783.txt http://www.nachdenkseiten.de/?p=26783 2015-07-14 |Albrecht Müller| |['Audio-Podcast', 'Denkfehler Wirtschaftsdebatte', 'Europäische Union', 'Wettbewerbsfähigkeit']|
|../jungle/articles/1201_Juller starb in Auschwitz.txt| https://jungle.world/artikel/2017/38/juller-starb-auschwitz 2017-09-21 |Stefan Laurin| sport []
|../jungle/articles/0182_In der Schusslinie.txt| https://jungle.world/artikel/2018/02/der-schusslinie 2018-01-11 |Dominik Klein| hotspot []
../nachdenkseiten/articles/33288.txt http://www.nachdenkseiten.de/?p=33288 2016-05-09 Redaktion |['Hinweise des Tages']|
|../jungle/articles/2852_Beliebter grüner Fleck.txt| https://jungle.world/artikel/2018/04/beliebter-gruener-fleck 2018-01-25 |Linda Schnepel| reportage []
../derfreitag/data/883.txt https://www.freitag.de/autoren/rmatern/vom-hauen-und-stechen-um-ebooks 2013-09-02 |['Patrisse Khan-Cullors','Ehemaliger Nutzer']| None
../derfreitag/data/354.txt https://www.freitag.de/autoren/charlie-schulze/pop-goes-weltliteratur 2016-10-14 |['Patrisse Khan-Cullors','Charlie Schulze','Rüdiger Grothues']| None
../nachdenkseiten/articles/31840.txt http://www.nachdenkseiten.de/?p=31840 2016-03-04 |Albrecht Müller| |['Aufbau Gegenöffentlichkeit', 'einzelne Politiker', 'Strategien der Meinungsmache']|
../neues-deutschland/nd_texts/1075790.nd-soliaktion-teilen-macht-satt-kleine-raupe-grosse-gefahr https://www.neues-deutschland.de/artikel/1075790.nd-soliaktion-teilen-macht-satt-kleine-raupe-grosse-gefahr.html 2017-12-01 |Christine Wiid| politics |radically left| |['Kleinbauern', 'Landwirtschaft', 'Mosambik', 'nd-Solidaritätsaktion', 'Simbabwe', 'Solidarität']|
|../jungle/articles/2232_Die unappetitliche Verwandtschaft.txt| https://jungle.world/artikel/2017/23/die-unappetitliche-verwandtschaft 2017-06-08 |Wolf-Dieter Vogel| thema []
../nachdenkseiten/articles/38356.txt http://www.nachdenkseiten.de/?p=38356 2017-05-19 |Albrecht Müller| |['Aktuelles', 'Arbeitslosigkeit', 'Arbeitsmarkt und Arbeitsmarktpolitik', 'Audio-Podcast', 'Gewerkschaften', 'Hartz Gesetze', 'Interviews', 'Ungleichheit', 'Armut', 'Reichtum']|
|../jungle/articles/3224_Bereit zum Streik.txt| https://jungle.world/artikel/2017/11/bereit-zum-streik 2017-03-16 |Christian Rollmann| ausland []
|../jungle/articles/4093_»Der Reichtum wurde weiter konzentriert«.txt| https://jungle.world/artikel/2018/04/der-reichtum-wurde-weiter-konzentriert 2018-01-25 |Anton Landgraf| interview []
|../jungle/articles/4855_Zwei Freundinnen.txt| https://jungle.world/artikel/2016/38/zwei-freundinnen 2016-09-22 |markus berg| dschungel []
|../jungle/articles/0431_Mit großem Knall zurück zum Kampf.txt| https://jungle.world/artikel/2018/04/mit-grossem-knall-zurueck-zum-kampf 2018-01-25 |David Graaff| ausland []
|../jungle/articles/2637_»Bei Bitcoin geht es weniger um Technologie als um Psychologie«.txt| https://jungle.world/artikel/2018/04/bei-bitcoin-geht-es-weniger-um-technologie-als-um-psychologie 2018-01-25 |Malte Voß| thema []
../nachdenkseiten/articles/37781.txt http://www.nachdenkseiten.de/?p=37781 2017-04-11 Redaktion |['Hinweise des Tages']|
|../jungle/articles/1369_Mit großem Knall zurück zum Kampf.txt| https://jungle.world/artikel/2018/04/mit-grossem-knall-zurueck-zum-kampf 2018-01-25 |David Graaff| ausland []
|../jungle/articles/1997_Gelände für kollektive Experimente.txt| https://jungle.world/artikel/2018/04/gelaende-fuer-kollektive-experimente 2018-01-25 |Bernhard Schmid| ausland []
../neues-deutschland/nd_texts/1075736.rekordverdaechtige-resonanz https://www.neues-deutschland.de/artikel/1075736.rekordverdaechtige-resonanz.html 2018-01-05 None economy/environment |radically left| |['Basisdemokratie', 'Bayern', 'Die', 'Grünen', 'Landwirtschaft']|
../neues-deutschland/nd_texts/1077333.rot-rot-gruen-will-weitermachen https://www.neues-deutschland.de/artikel/1077333.rot-rot-gruen-will-weitermachen.html 2017-12-02 None politics |radically left| |['Bildungspolitik', 'Bodo', 'Ramelow', 'Rot-Rot-Grün', 'Thüringen']|
../neues-deutschland/nd_texts/1055445.afrikas-modernisierung-verlaeuft-konfliktreich https://www.neues-deutschland.de/artikel/1055445.afrikas-modernisierung-verlaeuft-konfliktreich.html 2017-06-27 |Roland Bunzenthal| leftist_movement |radically left| []
../neues-deutschland/nd_texts/1069108.erdogan-kuendigt-tuerkische-automarke-an https://www.neues-deutschland.de/artikel/1069108.erdogan-kuendigt-tuerkische-automarke-an.html 2018-01-23 |Nelli Tügel| economy/environment |radically left| ['Türkei']
../nachdenkseiten/articles/40495.txt http://www.nachdenkseiten.de/?p=40495 2017-10-09 |Albrecht Müller| |['einzelne Politiker', 'Erosion der Demokratie', 'Länderberichte', 'Lobbyismus und politische Korruption']|
../nachdenkseiten/articles/34464.txt http://www.nachdenkseiten.de/?p=34464 2016-08-02 Redaktion |['Hinweise des Tages']|
../neues-deutschland/nd_texts/1065614.ein-jahrhundert-cnt-neue-dvd-erscheint https://www.neues-deutschland.de/artikel/1065614.ein-jahrhundert-cnt-neue-dvd-erscheint.html 2017-08-21 None leftist_movement |radically left| |['Berlin', 'Spanien']|
../nachdenkseiten/articles/36668.txt http://www.nachdenkseiten.de/?p=36668 2017-01-18 |Albrecht Müller| |['Außen- und Sicherheitspolitik', 'Audio-Podcast', 'Kampagnen / Tarnworte / Neusprech']|
../derfreitag/data/646.txt https://www.freitag.de/autoren/joerg-augsburg/scheitern-als-scheitern 2014-11-12 |['Patrisse Khan-Cullors','Dersu Usala']| None
|../jungle/articles/0579_»Bei Bitcoin geht es weniger um Technologie als um Psychologie«.txt| https://jungle.world/artikel/2018/04/bei-bitcoin-geht-es-weniger-um-technologie-als-um-psychologie 2018-01-25 |Malte Voß| thema []
|../jungle/articles/1957_Gipfelflüsterer und Wildcamper.txt| https://jungle.world/artikel/2017/27/gipfelfluesterer-und-wildcamper 2017-07-06 |Gaston Kirsche| thema []
../derfreitag/data/793.txt https://www.freitag.de/autoren/teufel100/das-streikrecht-ist-wichitg 2014-04-06 |['Patrisse Khan-Cullors','Daniela Waldmann','Manfred Fröhlich']| None
|../jungle/articles/0072_Das bisschen  Facebook.txt| https://jungle.world/artikel/2018/03/das-bisschen-facebook 2018-01-18 |Enno Park| disko []
|../jungle/articles/0234_Beliebter grüner Fleck.txt| https://jungle.world/artikel/2018/04/beliebter-gruener-fleck 2018-01-25 |Linda Schnepel| reportage []
|../jungle/articles/3722_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
../neues-deutschland/nd_texts/1076945.eine-arme-kirche-fuer-die-armen https://www.neues-deutschland.de/artikel/1076945.eine-arme-kirche-fuer-die-armen.html 2018-01-17 None politics |radically left| |['Christentum', 'Katholische', 'Kirche', 'Kuba']|
../neues-deutschland/nd_texts/1074575.arbeitszeit-mehr-oder-weniger https://www.neues-deutschland.de/artikel/1074575.arbeitszeit-mehr-oder-weniger.html 2015-09-25 None economy/environment |radically left| |['Arbeit', 'Arbeitsbedingungen', 'Gewerkschaft', 'IG', 'Metall']|
../neues-deutschland/nd_texts/1068833.city-tunnel-in-magdeburg-noch-teurer https://www.neues-deutschland.de/artikel/1068833.city-tunnel-in-magdeburg-noch-teurer.html 2017-10-24 None economy/environment |radically left| |['Magdeburg', 'Sachsen-Anhalt']|
|../jungle/articles/0085_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
../derfreitag/data/104.txt https://www.freitag.de/autoren/joerg-augsburg/ding-dong-the-witch-is-dead 2013-04-09 |['Patrisse Khan-Cullors','Ludwig Hasselberg','Poor On Ruhr','Ehemaliger Nutzer','Jan Jasper Kosok','Freedom Of Speech','Kcolk Netsrot','Kaesebier Ii','Jörg Augsburg']| None
../derfreitag/data/1097.txt https://www.freitag.de/autoren/paulhansen/ideen-fuer-die-zukunft-der-spd 2016-04-12 |['Patrisse Khan-Cullors','Jon Doe','Ehemaliger Nutzer']| None
|../jungle/articles/0915_Dein Telefon weiß, wie’s dir geht.txt| https://jungle.world/artikel/2018/04/dein-telefon-weiss-wies-dir-geht 2018-01-25 |Enno Park| seite-16 []
../nachdenkseiten/articles/32364.txt http://www.nachdenkseiten.de/?p=32364 2016-03-22 Redaktion |['Hinweise des Tages']|
|../jungle/articles/0569_Mit großem Knall zurück zum Kampf.txt| https://jungle.world/artikel/2018/04/mit-grossem-knall-zurueck-zum-kampf 2018-01-25 |David Graaff| ausland []
../derfreitag/data/982.txt https://www.freitag.de/autoren/der-freitag/heute-die-rente-von-morgen-sichern 2016-11-23 |['Patrisse Khan-Cullors','Wieland Schmidt','Reinhold Schramm','Richard Zietz','Ehemaliger Nutzer']| None
../nachdenkseiten/articles/39820.txt http://www.nachdenkseiten.de/?p=39820 2017-08-29 Redaktion |['Hinweise des Tages']|
../neues-deutschland/nd_texts/1076628.trump-bestraft-die-aermsten https://www.neues-deutschland.de/artikel/1076628.trump-bestraft-die-aermsten.html 2018-01-18 None politics |radically left| |['Asylpolitik', 'Donald', 'Trump', 'Flüchtlinge', 'Gaza', 'Israel', 'Nahost', 'Palästina', 'USA']|
../derfreitag/data/991.txt https://www.freitag.de/autoren/freitag-salon/radioeins-freitag-salon-mit-naika-foroutan 2016-01-21 |['Patrisse Khan-Cullors']| None
|../jungle/articles/0348_Gelände für kollektive Experimente.txt| https://jungle.world/artikel/2018/04/gelaende-fuer-kollektive-experimente 2018-01-25 |Bernhard Schmid| ausland []
|../jungle/articles/0269_Dein Telefon weiß, wie’s dir geht.txt| https://jungle.world/artikel/2018/04/dein-telefon-weiss-wies-dir-geht 2018-01-25 |Enno Park| seite-16 []
../neues-deutschland/nd_texts/1072484.kein-luxus-bei-amazon https://www.neues-deutschland.de/artikel/1072484.kein-luxus-bei-amazon.html 2018-01-20 |Haidy Damm| economy/environment |radically left| |['Europäischer', 'Gerichtshof']|
|../jungle/articles/4237_Trump Bump.txt| https://jungle.world/artikel/2016/46/trump-bump 2016-11-17 |Jörn Schulz| ausland []
|../jungle/articles/4284_»Bei Bitcoin geht es weniger um Technologie als um Psychologie«.txt| https://jungle.world/artikel/2018/04/bei-bitcoin-geht-es-weniger-um-technologie-als-um-psychologie 2018-01-25 |Malte Voß| thema []
../neues-deutschland/nd_texts/1076913.schifffahrt-auf-mosel-weiter-gesperrt https://www.neues-deutschland.de/artikel/1076913.schifffahrt-auf-mosel-weiter-gesperrt.html 2018-01-05 None politics |radically left| |['Hochwasser', 'Rheinland-Pfalz']|
|../jungle/articles/3680_Nicht in meinem Namen!.txt| https://jungle.world/artikel/2017/03/nicht-meinem-namen 2017-01-19 |Jana Klein| disko []
|../jungle/articles/3570_Die antideutsche Union.txt| https://jungle.world/artikel/2017/05/die-antideutsche-union 2017-02-02 |Anton Landgraf| thema []
../derfreitag/data/964.txt https://www.freitag.de/autoren/der-freitag/das-wird-jetzt-durchgezogen 2015-08-01 |['Patrisse Khan-Cullors','Reinhold Schramm','Ehemaliger Nutzer']| None
../neues-deutschland/nd_texts/975794.ig-metall-mitte-bekommt-neuen-chef https://www.neues-deutschland.de/artikel/975794.ig-metall-mitte-bekommt-neuen-chef.html 2015-06-26 None leftist_movement |radically left| []
|../jungle/articles/1121_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
../neues-deutschland/nd_texts/1067155.airbus-steigt-bei-bombardier-ein https://www.neues-deutschland.de/artikel/1067155.airbus-steigt-bei-bombardier-ein.html 2017-05-20 |Djallal Malti| economy/environment |radically left| |['EADS', 'Flugverkehr', 'Kanada', 'Subvention', 'USA']|
../derfreitag/data/751.txt https://www.freitag.de/autoren/the-guardian/der-mensch-in-der-fanatischen-welt-des-is/ 2016-03-25 |['Patrisse Khan-Cullors','Ehemaliger Nutzer','Reinhold Schramm','Schna Sel']| None
../nachdenkseiten/articles/38199.txt http://www.nachdenkseiten.de/?p=38199 2017-05-09 Redaktion |['Hinweise des Tages']|
../derfreitag/data/857.txt https://www.freitag.de/autoren/magda/das-kaninchen-sind-wir 2013-05-14 |['Patrisse Khan-Cullors','Ehemaliger Nutzer','Joachim Petrick','Hans Springstein']| None
../neues-deutschland/nd_texts/1067156.millionen-mal-ungewollt-schwanger https://www.neues-deutschland.de/artikel/1067156.millionen-mal-ungewollt-schwanger.html 2017-10-18 None economy/environment |radically left| |['Entwicklungsland', 'Geburten', 'UNO', 'Verhütung']|
|../jungle/articles/4846_Der Westküsten-Weirdo.txt| https://jungle.world/artikel/2016/38/der-westkuesten-weirdo 2016-09-22 |Oliver Koch| dschungel []
|../jungle/articles/3232_Leistung muss sein.txt| https://jungle.world/artikel/2017/11/leistung-muss-sein 2017-03-16 |Peter Samol| inland []
|../jungle/articles/0238_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
../nachdenkseiten/articles/33409.txt http://www.nachdenkseiten.de/?p=33409 2016-05-18 |Jens Berger| |['Audio-Podcast', 'Erosion der Demokratie', 'Rechte Gefahr', 'Terrorismus']|
../nachdenkseiten/articles/26861.txt http://www.nachdenkseiten.de/?p=26861 2015-07-20 |Jens Berger| |['Hinweise des Tages']|
|../jungle/articles/2560_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
|../jungle/articles/4177_Dein Telefon weiß, wie’s dir geht.txt| https://jungle.world/artikel/2018/04/dein-telefon-weiss-wies-dir-geht 2018-01-25 |Enno Park| seite-16 []
../neues-deutschland/nd_texts/1076150.groko-auf-italienisch https://www.neues-deutschland.de/artikel/1076150.groko-auf-italienisch.html 2017-04-10 |Anna Maldini| politics |radically left| |['Italien', 'linke', 'Bewegung']|
|../jungle/articles/2472_Raus aus der selbstverschuldeten Fruchtbarkeit.txt| https://jungle.world/artikel/2017/19/raus-aus-der-selbstverschuldeten-fruchtbarkeit 2017-05-11 |Fabian Hennig| seite-16 []
../nachdenkseiten/articles/35313.txt http://www.nachdenkseiten.de/?p=35313 2016-10-07 Redaktion |['Hinweise des Tages']|
../neues-deutschland/nd_texts/1026937.endlich-verschrotten https://www.neues-deutschland.de/artikel/1026937.endlich-verschrotten.html 2016-09-28 None leftist_movement |radically left| |['Frieden', 'Krieg', 'linke', 'Bewegung']|
|../jungle/articles/3551_»Der Reichtum wurde weiter konzentriert«.txt| https://jungle.world/artikel/2018/04/der-reichtum-wurde-weiter-konzentriert 2018-01-25 |Anton Landgraf| interview []
../derfreitag/data/599.txt https://www.freitag.de/autoren/stefan-bock/tartuffe-oder-der-betrueger 2013-12-25 |['Patrisse Khan-Cullors','Stefan Bock']| None
|../jungle/articles/0665_Voll provo.txt| https://jungle.world/artikel/2017/46/voll-provo 2017-11-16 |Nicole Tomasek| hotspot []
../neues-deutschland/nd_texts/1074111.ryanair-deutsche-ryanair-piloten-streiken-noch-vor-weihnachten https://www.neues-deutschland.de/artikel/1074111.ryanair-deutsche-ryanair-piloten-streiken-noch-vor-weihnachten.html 2015-02-12 None economy/environment |radically left| |['Fluggesellschaft', 'Gewerkschaft', 'Irland', 'Piloten', 'Streik']|
|../jungle/articles/3267_Indianer weinen nicht.txt| https://jungle.world/artikel/2017/10/indianer-weinen-nicht 2017-03-09 |Ivo Bozic| inland []
../neues-deutschland/nd_texts/1067317.verbraucher-sollten-verschluesselt-surfen https://www.neues-deutschland.de/artikel/1067317.verbraucher-sollten-verschluesselt-surfen.html 2017-10-19 None economy/environment |radically left| []
../derfreitag/data/156.txt https://www.freitag.de/autoren/katja-kullmann/man-ist-staendig-in-einer-maschine-drin 2014-04-16 |['Patrisse Khan-Cullors']| None
../neues-deutschland/nd_texts/1076760.bernie-sanders-thanks-bernie https://www.neues-deutschland.de/artikel/1076760.bernie-sanders-thanks-bernie.html 2018-01-20 |Reiner Oschmann| politics |radically left| |['Bernie', 'Sanders']|
../neues-deutschland/nd_texts/1076796.kleinbauern-demonstrieren-fuer-palmoel https://www.neues-deutschland.de/artikel/1076796.kleinbauern-demonstrieren-fuer-palmoel.html 2017-12-12 |Mathias Peer| economy/environment |radically left| |['Europäische', 'Union', 'Indonesien', 'Malaysia', 'Umweltschutz']|
|../jungle/articles/1519_Mord nach Drehbuch.txt| https://jungle.world/artikel/2017/33/mord-nach-drehbuch 2017-08-17 |Spencer Sunshine| ausland []
../nachdenkseiten/articles/38685.txt http://www.nachdenkseiten.de/?p=38685 2017-06-11 Redaktion |['Denkfehler Wirtschaftsdebatte', 'Fachkräftemangel', 'Leserbriefe', 'Umweltpolitik']|
../neues-deutschland/nd_texts/1072618.eu-foerderkredite-oft-ueberfluessig https://www.neues-deutschland.de/artikel/1072618.eu-foerderkredite-oft-ueberfluessig.html 2017-12-08 None economy/environment |radically left| |['Europäische', 'Union']|
../nachdenkseiten/articles/29062.txt http://www.nachdenkseiten.de/?p=29062 2015-11-26 Redaktion |['Hinweise des Tages']|
|../jungle/articles/1836_Schikanen für Sexarbeiterinnen.txt| https://jungle.world/artikel/2017/28/schikanen-fuer-sexarbeiterinnen 2017-07-13 |Theodora Becker| inland []
|../jungle/articles/1600_Für mich, für mich, für mich.txt| https://jungle.world/artikel/2017/32/fuer-mich-fuer-mich-fuer-mich 2017-08-10 |Jörn Schulz| hotspot []
../neues-deutschland/nd_texts/1071238.stellenabbau-bei-siemens-die-frau-fuers-grobe https://www.neues-deutschland.de/artikel/1071238.stellenabbau-bei-siemens-die-frau-fuers-grobe.html 2017-11-20 |Rudolf Stumberger| economy/environment |radically left| |['Arbeitgeber', 'Neoliberalismus', 'Siemens', 'Stellenabbau']|
|../jungle/articles/0717_Der Doppelmord und  die Reichsbürger.txt| https://jungle.world/artikel/2017/45/der-doppelmord-und-die-reichsbuerger 2017-11-09 |Bernhard Torsch| antifa []
../derfreitag/data/515.txt https://www.freitag.de/autoren/felix-martens/rio-de-janeiro-die-polizei-dreht-durch 2013-06-26 |['Patrisse Khan-Cullors','Martin Franz','Felix Martens']| None
|../jungle/articles/1243_Im Vollwaschgang.txt| https://jungle.world/artikel/2017/38/im-vollwaschgang 2017-09-20 |Thilo F. Papacek| ausland []
../nachdenkseiten/articles/37979.txt http://www.nachdenkseiten.de/?p=37979 2017-04-24 |Albrecht Müller| |['Arbeitsmarkt und Arbeitsmarktpolitik', 'Audio-Podcast', 'Gewerkschaften', 'Medien und Medienanalyse']|
../nachdenkseiten/articles/33484.txt http://www.nachdenkseiten.de/?p=33484 2016-05-23 Redaktion ['Videohinweise']
../neues-deutschland/nd_texts/1074373.einzelhandel-mit-gemischter-bilanz https://www.neues-deutschland.de/artikel/1074373.einzelhandel-mit-gemischter-bilanz.html 2017-12-27 None economy/environment |radically left| ['Einzelhandel']
../neues-deutschland/nd_texts/1023028.china-faellt-bei-afrikanischen-migranten-in-ungnade https://www.neues-deutschland.de/artikel/1023028.china-faellt-bei-afrikanischen-migranten-in-ungnade.html 2016-08-23 |Anne Gonschorek| leftist_movement |radically left| []
../neues-deutschland/nd_texts/1015288.wenn-soldaten-singen-und-forscher-pfeifen https://www.neues-deutschland.de/artikel/1015288.wenn-soldaten-singen-und-forscher-pfeifen.html 2016-06-15 |Tim Zülch| leftist_movement |radically left| []
|../jungle/articles/4208_Bohnenstangen im Parlament.txt| https://jungle.world/artikel/2016/47/bohnenstangen-im-parlament 2016-11-24 |Roland Röder| inland []
../neues-deutschland/nd_texts/1075910.cavusoglu-aufgebracht https://www.neues-deutschland.de/artikel/1075910.cavusoglu-aufgebracht.html 2017-11-16 None politics |radically left| |['Russland', 'Syrien', 'Türkei', 'USA']|
|../jungle/articles/4786_»Das enge  und exklusive Wertekorsett scheint attraktiv«.txt| https://jungle.world/artikel/2016/39/das-enge-und-exklusive-wertekorsett-scheint-attraktiv 2016-09-29 |Till Schmidt| interview []
|../jungle/articles/1279_Die Zukunft des Alban-Pop hat gerade erst begonnen.txt| https://jungle.world/artikel/2017/37/die-zukunft-des-alban-pop-hat-gerade-erst-begonnen 2017-09-14 |Arne Hartwig| dschungel []
|../jungle/articles/4308_Mit großem Knall zurück zum Kampf.txt| https://jungle.world/artikel/2018/04/mit-grossem-knall-zurueck-zum-kampf 2018-01-25 |David Graaff| ausland []
../nachdenkseiten/articles/39137.txt http://www.nachdenkseiten.de/?p=39137 2017-07-11 |Albrecht Müller| |['Audio-Podcast', 'Demoskopie/Umfragen', 'Innere Sicherheit', 'Strategien der Meinungsmache']|
../nachdenkseiten/articles/39846.txt http://www.nachdenkseiten.de/?p=39846 2017-08-30 |Albrecht Müller| |['Agenda 2010', 'Audio-Podcast', 'Leserbriefe', 'SPD']|
|../jungle/articles/1884_Dein Telefon weiß, wie’s dir geht.txt| https://jungle.world/artikel/2018/04/dein-telefon-weiss-wies-dir-geht 2018-01-25 |Enno Park| seite-16 []
|../jungle/articles/4553_»Der Reichtum wurde weiter konzentriert«.txt| https://jungle.world/artikel/2018/04/der-reichtum-wurde-weiter-konzentriert 2018-01-25 |Anton Landgraf| interview []
|../jungle/articles/1483_Vom Trauma zur Pizza.txt| https://jungle.world/artikel/2017/33/vom-trauma-zur-pizza 2017-08-17 |Ann Esswein| reportage []
../nachdenkseiten/articles/33113.txt http://www.nachdenkseiten.de/?p=33113 2016-04-25 |Jens Berger| |['Ungleichheit', 'Armut', 'Reichtum', 'Veranstaltungshinweise / Veranstaltungen']|
../neues-deutschland/nd_texts/1067955.kartellamt-durchleuchtet-vergleichsportale https://www.neues-deutschland.de/artikel/1067955.kartellamt-durchleuchtet-vergleichsportale.html 2017-09-28 None economy/environment |radically left| |['Kartell', 'Kartellamt']|
|../jungle/articles/2085_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
../neues-deutschland/nd_texts/1074949.boeblingen-vorne-salzwedel-hinten https://www.neues-deutschland.de/artikel/1074949.boeblingen-vorne-salzwedel-hinten.html 2016-09-14 None economy/environment |radically left| |['Baden-Württemberg', 'Bayern', 'Nordrhein-Westfalen']|
../neues-deutschland/nd_texts/1077146.angriff-auf-afrin-linke-keine-unterstuetzung-des-tuerkischen-angriffskrieges-in-afrin https://www.neues-deutschland.de/artikel/1077146.angriff-auf-afrin-linke-keine-unterstuetzung-des-tuerkischen-angriffskrieges-in-afrin.html 2018-01-19 None politics |radically left| |['Erdogan', 'Krieg', 'Kurden', 'Syrien', 'Türkei']|
|../jungle/articles/1407_Ein Klima für Revolution.txt| https://jungle.world/artikel/2017/35/ein-klima-fuer-revolution 2017-08-31 |Tomasz Konicz| thema []
../derfreitag/data/183.txt https://www.freitag.de/autoren/philip-grassmann/zurueck-ins-mittelalter 2017-01-03 |['Patrisse Khan-Cullors','Ehemaliger Nutzer','Richard Zietz','Alter Linker','Jr'S China Blog','Reinhold Schramm','Herr Schierling','Meine Meinung','Charlie Schulze']| None
../neues-deutschland/nd_texts/1076776.nd-soliaktion-teilen-macht-satt-fair-und-nachhaltig-in-der-lieferkette https://www.neues-deutschland.de/artikel/1076776.nd-soliaktion-teilen-macht-satt-fair-und-nachhaltig-in-der-lieferkette.html 2017-01-21 |Susanne Wienke| politics |radically left| |['Nachhaltigkeit', 'nd-Solidaritätsaktion', 'Solidarität']|
|../jungle/articles/2063_Shopping immer,  rückwärts nimmer.txt| https://jungle.world/artikel/2018/04/shopping-immer-rueckwaerts-nimmer 2018-01-25 |Hans-Georg Schaefer| dschungel []
../nachdenkseiten/articles/38358.txt http://www.nachdenkseiten.de/?p=38358 2017-05-19 Redaktion |['Hinweise des Tages']|
../neues-deutschland/nd_texts/1074479.klage-von-spediteuren-gegen-lkw-kartell https://www.neues-deutschland.de/artikel/1074479.klage-von-spediteuren-gegen-lkw-kartell.html 2017-12-28 None economy/environment |radically left| []
|../jungle/articles/4546_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
|../jungle/articles/1274_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
../neues-deutschland/nd_texts/1076073.schweinepest-bauern-wollen-wildschweine-jagen https://www.neues-deutschland.de/artikel/1076073.schweinepest-bauern-wollen-wildschweine-jagen.html 2018-01-13 |Rainer Balcerowiak| economy/environment |radically left| ['Landwirtschaft']
|../jungle/articles/4011_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
../nachdenkseiten/articles/35818.txt http://www.nachdenkseiten.de/?p=35818 2016-11-14 |Albrecht Müller| |['Audio-Podcast', 'Europäische Union', 'Wahlen']|
../neues-deutschland/nd_texts/1073611.siemens-betriebsrat-warnt-vor-werksverkauf https://www.neues-deutschland.de/artikel/1073611.siemens-betriebsrat-warnt-vor-werksverkauf.html 2017-05-08 None economy/environment |radically left| |['Erfurt', 'SPD', 'Thüringen']|
|../jungle/articles/2695_Mit großem Knall zurück zum Kampf.txt| https://jungle.world/artikel/2018/04/mit-grossem-knall-zurueck-zum-kampf 2018-01-25 |David Graaff| ausland []
../nachdenkseiten/articles/40461.txt http://www.nachdenkseiten.de/?p=40461 2017-10-07 Redaktion ['Videohinweise']
../nachdenkseiten/articles/39789.txt http://www.nachdenkseiten.de/?p=39789 2017-08-27 |Jens Berger| |['Außen- und Sicherheitspolitik', 'Audio-Podcast', 'Friedenspolitik', 'Militäreinsätze/Kriege']|
../derfreitag/data/412.txt https://www.freitag.de/autoren/jana-hensel/bundeswehr-oder-vagina-worueber-frauen-in-der-oeffentlichkeit-reden-sollten 2014-10-10 |['Patrisse Khan-Cullors','Johannes Renault','Ehemaliger Nutzer','Marlen Hobrack','Heinz Lambarth']| None
../nachdenkseiten/articles/41479.txt http://www.nachdenkseiten.de/?p=41479 2017-12-08 |Albrecht Müller| |['Audio-Podcast', 'Europapolitik', 'Innen- und Gesellschaftspolitik', 'SPD', 'Strategien der Meinungsmache']|
|../jungle/articles/2912_Die unerwünschte Universität.txt| https://jungle.world/artikel/2017/16/die-unerwuenschte-universitaet 2017-04-20 |Maximilian Pichl| ausland []
|../jungle/articles/0691_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
../derfreitag/data/484.txt https://www.freitag.de/autoren/der-freitag/die-marinisation-der-rechten 2012-06-19 |['Patrisse Khan-Cullors']| None
../nachdenkseiten/articles/41583.txt http://www.nachdenkseiten.de/?p=41583 2017-12-14 |Albrecht Müller| |['Länderberichte', 'Militäreinsätze/Kriege', 'Wertedebatte']|
