pi_texts/bild-hertha-bsc-und-der-kniefall-von-berlin http://www.pi-news.net/2017/10/bild-hertha-bsc-und-der-kniefall-von-berlin/ 2017-10-16 |OLIVER FLESCH| None |radically right| |Royal Flesch|
pi_texts/live-ab-18-40-uhr-pegida-aus-dresden-7 http://www.pi-news.net/2017/10/live-ab-18-40-uhr-pegida-aus-dresden-7/ 2017-10-16 |None| None |radically right| |PEGIDA|
pi_texts/spaltung-der-gesellschaft-beenden http://www.pi-news.net/2017/10/spaltung-der-gesellschaft-beenden/ 2017-10-16 |None| None |radically right| |AfD|
pi_texts/warum-die-afd-in-niedersachsen-nicht-ueber-62-prozent-hinaus-kam http://www.pi-news.net/2017/10/warum-die-afd-in-niedersachsen-nicht-ueber-62-prozent-hinaus-kam/ 2017-10-16 |None| None |radically right| ||
pi_texts/titanic-gibt-sebastian-kurz-zum-abschuss-frei http://www.pi-news.net/2017/10/titanic-gibt-sebastian-kurz-zum-abschuss-frei/ 2017-10-16 |None| None |radically right| ||
pi_texts/wien-nach-der-wahl-hassdemo-gegen-nazi-oesterreich http://www.pi-news.net/2017/10/wien-nach-der-wahl-hassdemo-gegen-nazi-oesterreich/ 2017-10-16 |None| None |radically right| |L.S.Gabriel|
pi_texts/mit-linken-leben-wenn-sie-sich-benehmen http://www.pi-news.net/2017/10/mit-linken-leben-wenn-sie-sich-benehmen/ 2017-10-16 |None| None |radically right| |Buchtipp Linke|
pi_texts/afd-wirkt-rot-gruen-in-niedersachsen-ist-futsch http://www.pi-news.net/2017/10/afd-wirkt-rot-gruen-in-niedersachsen-ist-futsch/ 2017-10-16 |WOLFGANG HÜBNER| None |radically right| |AfD Hübner|
pi_texts/ard-tatort-verbreitet-absurde-linke-verschwoerungstheorie http://www.pi-news.net/2017/10/ard-tatort-verbreitet-absurde-linke-verschwoerungstheorie/ 2017-10-16 |MICHAEL STÜRZENBERGER| None |radically right| |Stürzenberger Tatort TV|
pi_texts/samstag-in-der-no-go-zone-nrw-blutausch-der-kulturen http://www.pi-news.net/2017/10/samstag-in-der-no-go-zone-nrw-blutausch-der-kulturen/ 2017-10-16 |MAX THOMA| None |radically right| ||
pi_texts/noch-eine-klatsche-fuer-merkel-noch-ein-landtag-fuer-die-afd http://www.pi-news.net/2017/10/noch-eine-klatsche-fuer-merkel-noch-ein-landtag-fuer-die-afd/ 2017-10-15 |PETER BARTELS| None |radically right| |Bartels|
pi_texts/heute-wahlen-hannover-und-wien-tu-felix-austria-hast-es-besser http://www.pi-news.net/2017/10/heute-wahlen-hannover-und-wien-tu-felix-austria-hast-es-besser/ 2017-10-15 |None| None |radically right| ||
pi_texts/brandschatzender-schutzsuchender-verwuestet-autohaus http://www.pi-news.net/2017/10/brandschatzender-schutzsuchender-verwuestet-autohaus/ 2017-10-15 |JOHANNES DANIELS| None |radically right| ||
pi_texts/video-konferenz-im-prager-parlament-mit-interview-stuerzenberger http://www.pi-news.net/2017/10/video-konferenz-im-prager-parlament-mit-interview-stuerzenberger/ 2017-10-15 |None| None |radically right| |Islamkritik Parlament Prag Stürzenberger|
pi_texts/die-buchmesse-der-schande http://www.pi-news.net/2017/10/die-buchmesse-der-schande/ 2017-10-15 |WOLFGANG HÜBNER| None |radically right| |Hübner|
pi_texts/oliver-flesch-antwortet-lamya-kaddor http://www.pi-news.net/2017/10/oliver-flesch-antwortet-lamya-kaddor/ 2017-10-15 |Oliver Flesch| None |radically right| |Royal Flesch|
pi_texts/gefaehrder-werden-nur-wochentags-ueberwacht http://www.pi-news.net/2017/10/gefaehrder-werden-nur-wochentags-ueberwacht/ 2017-10-14 |None| None |radically right| |Breitscheidplatz lsg|
pi_texts/zuwanderer-rast-mit-25-promille-in-tramhaltestelle-frau-getoetet http://www.pi-news.net/2017/10/zuwanderer-rast-mit-25-promille-in-tramhaltestelle-frau-getoetet/ 2017-10-14 |JOHANNES DANIELS| None |radically right| ||
pi_texts/wem-die-stunde-schlaegt http://www.pi-news.net/2017/10/wem-die-stunde-schlaegt/ 2017-10-14 |PETER BARTELS| None |radically right| |Bartels|
pi_texts/kairo-moslem-schlachtet-koptischen-priester-ab http://www.pi-news.net/2017/10/kairo-moslem-schlachtet-koptischen-priester-ab/ 2017-10-14 |None| None |radically right| |lsg|
pi_texts/kraetze-in-bonn-klinik-muss-ganze-station-schliessen http://www.pi-news.net/2017/10/kraetze-in-bonn-klinik-muss-ganze-station-schliessen/ 2017-10-14 |None| None |radically right| |L.S.Gabriel|
pi_texts/buchmesse-klonovsky-zum-ueberfall-auf-manuscriptum-verlag http://www.pi-news.net/2017/10/buchmesse-klonovsky-zum-ueberfall-auf-manuscriptum-verlag/ 2017-10-14 |None| None |radically right| ||
pi_texts/chemnitz-gewalt-drogen-polizeiliche-sicherheitszonen http://www.pi-news.net/2017/10/chemnitz-gewalt-drogen-polizeiliche-sicherheitszonen/ 2017-10-14 |None| None |radically right| ||
pi_texts/kontrollverlust-2017-vom-schweigekartell-zum-schweinekartell http://www.pi-news.net/2017/10/kontrollverlust-2017-vom-schweigekartell-zum-schweinekartell/ 2017-10-14 |MAX THOMA| None |radically right| |Kontrollverlust Zensur|
pi_texts/nicolaus-fest-zu-islam-feiertag-und-niedersachsenwahl http://www.pi-news.net/2017/10/nicolaus-fest-zu-islam-feiertag-und-niedersachsenwahl/ 2017-10-14 |None| None |radically right| |Nicolaus Fest|
pi_texts/islamkritiker-bashing-in-der-zeit http://www.pi-news.net/2017/10/islamkritiker-bashing-in-der-zeit/ 2017-10-14 |MICHAEL STÜRZENBERGER| None |radically right| |Medien Stürzenberger Zeit|
pi_texts/babylon-berlin-so-treibt-die-ard-geschichtsfaelschung http://www.pi-news.net/2017/10/babylon-berlin-so-treibt-die-ard-geschichtsfaelschung/ 2017-10-13 |JOHANNES DANIELS| None |radically right| ||
pi_texts/berlin-25-000-euro-kredite-fuer-fluechtlinge http://www.pi-news.net/2017/10/berlin-25-000-euro-kredite-fuer-fluechtlinge/ 2017-10-13 |None| None |radically right| |lsg|
pi_texts/ermittlungen-gegen-afd-vorsitzenden-paul-hampel-eingestellt http://www.pi-news.net/2017/10/ermittlungen-gegen-afd-vorsitzenden-paul-hampel-eingestellt/ 2017-10-13 |None| None |radically right| ||
pi_texts/der-kommissar-und-das-schweigen-der-politisch-korrekten-laemmer http://www.pi-news.net/2017/10/der-kommissar-und-das-schweigen-der-politisch-korrekten-laemmer/ 2017-10-13 |OLIVER FLESCH| None |radically right| |Royal Flesch|
pi_texts/niedersachsen-erste-cdu-kreischefin-distanziert-sich-von-merkel http://www.pi-news.net/2017/10/niedersachsen-erste-cdu-kreischefin-distanziert-sich-von-merkel/ 2017-10-13 |None| None |radically right| |AfD Wahl|
pi_texts/laut-gedacht-54-obergrenze-light http://www.pi-news.net/2017/10/laut-gedacht-54-obergrenze-light/ 2017-10-13 |None| None |radically right| |Laut Gedacht|
pi_texts/ard-und-zdf-planen-noch-mehr-volkserziehung http://www.pi-news.net/2017/10/ard-und-zdf-planen-noch-mehr-volkserziehung/ 2017-10-13 |MICHAEL STÜRZENBERGER| None |radically right| |ARD ZDF GEZ Stürzenberger|
pi_texts/europa-am-abgrund http://www.pi-news.net/2017/10/europa-am-abgrund/ 2017-10-13 |None| None |radically right| |Asyl-Irrsinn Merkelismus|
pi_texts/schweden-will-vergewaltigungen-bekaempfen-in-somalia http://www.pi-news.net/2017/10/schweden-will-vergewaltigungen-bekaempfen-in-somalia/ 2017-10-13 |None| None |radically right| ||
pi_texts/fellbach-ausschreitungen-beim-heimatfest http://www.pi-news.net/2017/10/fellbach-ausschreitungen-beim-heimatfest/ 2017-10-13 |None| None |radically right| ||
pi_texts/gegen-rechts-statt-gegen-kriminalitaet-und-verwahrlosung http://www.pi-news.net/2017/10/gegen-rechts-statt-gegen-kriminalitaet-und-verwahrlosung/ 2017-10-12 |WOLFGANG HÜBNER| None |radically right| |Hübner|
pi_texts/britische-gruene-behauptet-sex-mob-in-koeln-gab-es-nie http://www.pi-news.net/2017/10/britische-gruene-behauptet-sex-mob-in-koeln-gab-es-nie/ 2017-10-12 |None| None |radically right| ||
pi_texts/nigerianer-erstach-fluechtlingshelferin-steuerzahler-muessen-bluten http://www.pi-news.net/2017/10/nigerianer-erstach-fluechtlingshelferin-steuerzahler-muessen-bluten/ 2017-10-12 |JOHANNES DANIELS| None |radically right| ||
pi_texts/8-zu-1-csu-rebellion-in-muenchen http://www.pi-news.net/2017/10/8-zu-1-csu-rebellion-in-muenchen/ 2017-10-12 |PETER BARTELS| None |radically right| |Bartels|
pi_texts/ex-hobbythekler-jean-puetz-wettert-gegen-familiennachzug http://www.pi-news.net/2017/10/ex-hobbythekler-jean-puetz-wettert-gegen-familiennachzug/ 2017-10-12 |OLIVER FLESCH| None |radically right| |Asyl-Irrsinn Royal Flesch|
pi_texts/niedersachsen-wahl-ist-die-afd-haram http://www.pi-news.net/2017/10/niedersachsen-wahl-ist-die-afd-haram/ 2017-10-12 |None| None |radically right| |AfD Islamisierung Deutschlands|
pi_texts/de-maiziere-will-offizielle-islamische-feiertage-einfuehren http://www.pi-news.net/2017/10/de-maiziere-will-offizielle-islamische-feiertage-einfuehren/ 2017-10-12 |None| None |radically right| |L.S.Gabriel|
pi_texts/wegen-gefaehrdungslage-afd-sagt-landesparteitag-in-nrw-ab http://www.pi-news.net/2017/10/wegen-gefaehrdungslage-afd-sagt-landesparteitag-in-nrw-ab/ 2017-10-12 |None| None |radically right| |AfD|
pi_texts/video-moslems-und-linke-entlarven-sich-bei-pegida-nuernberg http://www.pi-news.net/2017/10/video-moslems-und-linke-entlarven-sich-bei-pegida-nuernberg/ 2017-10-12 |MICHAEL STÜRZENBERGER| None |radically right| |Pegida Nürnberg Stürzenberger|
pi_texts/niedersachsen-fuehrt-befristete-obergrenze-ein http://www.pi-news.net/2017/10/niedersachsen-fuehrt-befristete-obergrenze-ein/ 2017-10-12 |None| None |radically right| |Asyl-Irrsinn Flüchtlinge Niedersachsen Obergrenze Wahl|
pi_texts/london-30-000-demonstrieren-friedlich-gegen-den-terror http://www.pi-news.net/2017/10/london-30-000-demonstrieren-friedlich-gegen-den-terror/ 2017-10-12 |None| None |radically right| ||
pi_texts/antaios-verlag-auf-frankfurter-buchmesse-attackiert http://www.pi-news.net/2017/10/antaios-verlag-auf-frankfurter-buchmesse-attackiert/ 2017-10-11 |None| None |radically right| ||
pi_texts/guido-reil-ruft-afd-nrw-zu-geschlossenheit-vor-landesparteitag-auf http://www.pi-news.net/2017/10/guido-reil-ruft-afd-nrw-zu-geschlossenheit-vor-landesparteitag-auf/ 2017-10-11 |None| None |radically right| |AfD|
pi_texts/niedersachsen-ein-abgrund-von-behoerdenversagen-und-verrat http://www.pi-news.net/2017/10/niedersachsen-ein-abgrund-von-behoerdenversagen-und-verrat/ 2017-10-11 |None| None |radically right| ||
pi_texts/warum-die-cdu-deutschland-verlor-und-jetzt-auch-niedersachsen http://www.pi-news.net/2017/10/warum-die-cdu-deutschland-verlor-und-jetzt-auch-niedersachsen/ 2017-10-11 |PETER BARTELS| None |radically right| |CDU Merkelismus|
pi_texts/rechts-eine-strategiedebatte http://www.pi-news.net/2017/10/rechts-eine-strategiedebatte/ 2017-10-11 |None| None |radically right| |Buchtipp|
pi_texts/altmark-zeitung-droht-pi-news http://www.pi-news.net/2017/10/altmark-zeitung-droht-pi-news/ 2017-10-11 |None| None |radically right| |AfD|
pi_texts/macron-ist-europas-obama http://www.pi-news.net/2017/10/macron-ist-europas-obama/ 2017-10-11 |WOLFGANG HÜBNER| None |radically right| |Frankreich Macron Merkelismus|
pi_texts/ey-lach-isch-oda-was http://www.pi-news.net/2017/10/ey-lach-isch-oda-was/ 2017-10-11 |None| None |radically right| |Islamisierung Deutschlands|
pi_texts/lidl-gehacktes-halb-und-halb-ohne-schweinefleisch http://www.pi-news.net/2017/10/lidl-gehacktes-halb-und-halb-ohne-schweinefleisch/ 2017-10-11 |None| None |radically right| |Islamisierung Deutschlands|
pi_texts/warum-ich-als-niedersachse-afd-waehle http://www.pi-news.net/2017/10/warum-ich-als-niedersachse-afd-waehle/ 2017-10-10 |None| None |radically right| ||
pi_texts/macron-holt-10-000-neue-asylanten-per-direktimport-nach-europa http://www.pi-news.net/2017/10/macron-holt-10-000-neue-asylanten-per-direktimport-nach-europa/ 2017-10-10 |JOHANNES DANIELS| None |radically right| |Frankreich Islamisierung Europas|
pi_texts/video-pegida-nuernberg-am-tag-der-deutschen-einheit http://www.pi-news.net/2017/10/video-pegida-nuernberg-am-tag-der-deutschen-einheit/ 2017-10-10 |MICHAEL STÜRZENBERGER| None |radically right| |Patrioten Pegida Nürnberg Stürzenberger Widerstand|
pi_texts/jetzt-auch-die-welt-die-angst-der-frauen-vor-fluechtlingen http://www.pi-news.net/2017/10/jetzt-auch-die-welt-die-angst-der-frauen-vor-fluechtlingen/ 2017-10-10 |OLIVER FLESCH| None |radically right| |Islamisierung Deutschlands Migrantengewalt|
pi_texts/frankfurt-raubmord-an-rentner-durch-osteuropaeische-zuwanderer http://www.pi-news.net/2017/10/frankfurt-raubmord-an-rentner-durch-osteuropaeische-zuwanderer/ 2017-10-10 |MAX THOMA| None |radically right| ||
pi_texts/gruenen-nahe-heinrich-boell-stiftung-hetzt-gegen-israel http://www.pi-news.net/2017/10/gruenen-nahe-heinrich-boell-stiftung-hetzt-gegen-israel/ 2017-10-10 |MICHAEL STÜRZENBERGER| None |radically right| |Heinrich Böll Stiftung Israel Stürzenberger|
pi_texts/ausserparlamentarischer-protest-muss-und-wird-kommen http://www.pi-news.net/2017/10/ausserparlamentarischer-protest-muss-und-wird-kommen/ 2017-10-10 |WOLFGANG HÜBNER| None |radically right| |Hübner Merkelismus Widerstand|
pi_texts/mit-linken-leben-ein-ratgeber http://www.pi-news.net/2017/10/mit-linken-leben-ein-ratgeber/ 2017-10-10 |None| None |radically right| |Buchtipp Linke Rechte|
pi_texts/paris-zehnjaehrige-von-mitschuelern-krankenhausreif-gepruegelt http://www.pi-news.net/2017/10/paris-zehnjaehrige-von-mitschuelern-krankenhausreif-gepruegelt/ 2017-10-10 |RICHARD FEUERBACH| None |radically right| |Frankreich Paris|
pi_texts/martin-sellner-ein-land-zieht-rechts http://www.pi-news.net/2017/10/martin-sellner-ein-land-zieht-rechts/ 2017-10-10 |None| None |radically right| |FPÖ Identitäre Österreich|
pi_texts/rassismuskeule-buntgemeinte-seifenwerbung-geht-baden http://www.pi-news.net/2017/10/rassismuskeule-buntgemeinte-seifenwerbung-geht-baden/ 2017-10-10 |None| None |radically right| |L.S.Gabriel|
pi_texts/das-koennen-ist-des-duerfens-mass http://www.pi-news.net/2017/10/das-koennen-ist-des-duerfens-mass/ 2017-10-09 |None| None |radically right| |Cantaloop|
pi_texts/dresden-frauenkirche-mit-bomber-harris-graffiti-besprueht http://www.pi-news.net/2017/10/dresden-frauenkirche-mit-bomber-harris-graffiti-besprueht/ 2017-10-09 |None| None |radically right| |lsg|
pi_texts/afd-bystron-merkel-und-seehofer-veraeppeln-deutschland http://www.pi-news.net/2017/10/afd-bystron-merkel-und-seehofer-veraeppeln-deutschland/ 2017-10-09 |PETER BARTELS| None |radically right| |AfD Bartels Bystron CSU|
pi_texts/auslaenderbehoerde-nach-einbruch-bald-tausende-geduldete-mehr http://www.pi-news.net/2017/10/auslaenderbehoerde-nach-einbruch-bald-tausende-geduldete-mehr/ 2017-10-09 |None| None |radically right| ||
pi_texts/nuernberg-refugee-speed-dating-in-der-strassenbahn http://www.pi-news.net/2017/10/nuernberg-refugee-speed-dating-in-der-strassenbahn/ 2017-10-09 |None| None |radically right| |lsg|
pi_texts/jedes-jahr-eine-200-000-einwohner-grossstadt-mehr-in-deutschland http://www.pi-news.net/2017/10/jedes-jahr-eine-200-000-einwohner-grossstadt-mehr-in-deutschland/ 2017-10-09 |None| None |radically right| |Islamisierung Deutschlands|
pi_texts/der-seemerkel-pakt-fuer-weitere-umvolkung http://www.pi-news.net/2017/10/der-seemerkel-pakt-fuer-weitere-umvolkung/ 2017-10-09 |WOLFGANG HÜBNER| None |radically right| |Hübner Merkelismus|
pi_texts/koeln-kopftuch-lehrerinnen-in-politik-und-philosophieunterricht http://www.pi-news.net/2017/10/koeln-kopftuch-lehrerinnen-in-politik-und-philosophieunterricht/ 2017-10-09 |None| None |radically right| |Islamisierung Deutschlands|
pi_texts/csu-kaempft-ums-politische-ueberleben-mit-allen-mitteln http://www.pi-news.net/2017/10/csu-kaempft-ums-politische-ueberleben-mit-allen-mitteln/ 2017-10-08 |None| None |radically right| |AfD Altparteien Asyl-Irrsinn|
pi_texts/150-000-polen-beten-rosenkranz-gegen-islamisierung-ihres-landes http://www.pi-news.net/2017/10/150-000-polen-beten-rosenkranz-gegen-islamisierung-ihres-landes/ 2017-10-08 |None| None |radically right| |Islamisierung Europas|
pi_texts/sind-sie-ein-nazi-experte http://www.pi-news.net/2017/10/sind-sie-ein-nazi-experte/ 2017-10-08 |None| None |radically right| ||
pi_texts/claudia-roth-hassrede-gegen-afd http://www.pi-news.net/2017/10/claudia-roth-hassrede-gegen-afd/ 2017-10-08 |None| None |radically right| |Grüne Kampf gegen Rechts™ Linke|
pi_texts/horrorvisionen-2050-was-ihre-ideale-sind http://www.pi-news.net/2017/10/horrorvisionen-2050-was-ihre-ideale-sind/ 2017-10-08 |None| None |radically right| ||
pi_texts/nach-pretzell-abgang-quo-vadis-afd-nrw http://www.pi-news.net/2017/10/nach-pretzell-abgang-quo-vadis-afd-nrw/ 2017-10-08 |None| None |radically right| |AfD|
pi_texts/rosenheim-cops-staerken-das-sicherheitsgefuehl http://www.pi-news.net/2017/10/rosenheim-cops-staerken-das-sicherheitsgefuehl/ 2017-10-08 |YORCK TOMKYLE| None |radically right| ||
pi_texts/dschihad-leicht-gemacht-traumatisierte-werden-busfahrer http://www.pi-news.net/2017/10/dschihad-leicht-gemacht-traumatisierte-werden-busfahrer/ 2017-10-08 |None| None |radically right| |lsg|
pi_texts/die-auswirkungen-des-muenchner-islam-wie-krebsgeschwuer-urteils http://www.pi-news.net/2017/10/die-auswirkungen-des-muenchner-islam-wie-krebsgeschwuer-urteils/ 2017-10-08 |LUDWIG FEUERBACH| None |radically right| ||
pi_texts/boris-palmer-rechte-kreise-koennten-sich-als-opfer-darstellen http://www.pi-news.net/2017/10/boris-palmer-rechte-kreise-koennten-sich-als-opfer-darstellen/ 2017-10-08 |None| None |radically right| |Kontrollverlust|
pi_texts/nicolaus-fest-zu-heimat-identitaet-und-katalonien http://www.pi-news.net/2017/10/nicolaus-fest-zu-heimat-identitaet-und-katalonien/ 2017-10-08 |None| None |radically right| |Nicolaus Fest|
pi_texts/oberhaching-moslems-fordern-am-friedhof-einige-meter-distanz http://www.pi-news.net/2017/10/oberhaching-moslems-fordern-am-friedhof-einige-meter-distanz/ 2017-10-08 |MICHAEL STÜRZENBERGER| None |radically right| |Islam Stürzenberger|
pi_texts/video-ju-ler-fordert-beim-deutschlandtag-ruecktritt-von-merkel http://www.pi-news.net/2017/10/video-ju-ler-fordert-beim-deutschlandtag-ruecktritt-von-merkel/ 2017-10-07 |PETER BARTELS| None |radically right| |Merkelismus|
pi_texts/mit-der-invasion-bekommen-wir-auch-krankheiten-geschenkt http://www.pi-news.net/2017/10/mit-der-invasion-bekommen-wir-auch-krankheiten-geschenkt/ 2017-10-07 |None| None |radically right| ||
pi_texts/rumaenien-allahu-akhbar-in-der-oper-niedergesungen http://www.pi-news.net/2017/10/rumaenien-allahu-akhbar-in-der-oper-niedergesungen/ 2017-10-07 |None| None |radically right| ||
pi_texts/angelika-barbe-cdu-warum-die-ostdeutschen-keine-feiglinge-sind http://www.pi-news.net/2017/10/angelika-barbe-cdu-warum-die-ostdeutschen-keine-feiglinge-sind/ 2017-10-07 |PETER BARTELS| None |radically right| |Merkelismus|
pi_texts/afd-forderungen-an-den-islam http://www.pi-news.net/2017/10/afd-forderungen-an-den-islam/ 2017-10-07 |None| None |radically right| |AfD Islamisierung Deutschlands|
pi_texts/islam-konvertit-nennt-sturm-tod-von-journalistin-strafe-allahs http://www.pi-news.net/2017/10/islam-konvertit-nennt-sturm-tod-von-journalistin-strafe-allahs/ 2017-10-07 |MICHAEL STÜRZENBERGER| None |radically right| |Islam Stürzenberger|
pi_texts/das-boese-anti-afd-propaganda-von-der-kanzel http://www.pi-news.net/2017/10/das-boese-anti-afd-propaganda-von-der-kanzel/ 2017-10-07 |None| None |radically right| ||
pi_texts/pforzheimer-ghettokids-f-die-afd-friedensbotschafter http://www.pi-news.net/2017/10/pforzheimer-ghettokids-f-die-afd-friedensbotschafter/ 2017-10-06 |None| None |radically right| ||
pi_texts/wien-vollverschleierte-greift-passantin-an http://www.pi-news.net/2017/10/wien-vollverschleierte-greift-passantin-an/ 2017-10-06 |None| None |radically right| ||
pi_texts/die-kleinkindertransen-von-hollywood http://www.pi-news.net/2017/10/die-kleinkindertransen-von-hollywood/ 2017-10-06 |OLIVER FLESCH| None |radically right| ||
pi_texts/muenchen-endgueltiger-freispruch-im-krebsgeschwuer-prozess http://www.pi-news.net/2017/10/muenchen-endgueltiger-freispruch-im-krebsgeschwuer-prozess/ 2017-10-06 |MICHAEL STÜRZENBERGER| None |radically right| |Gericht Stürzenberger|
pi_texts/union-sucht-anderes-wort-fuer-obergrenze-pi-news-hilft http://www.pi-news.net/2017/10/union-sucht-anderes-wort-fuer-obergrenze-pi-news-hilft/ 2017-10-06 |None| None |radically right| |Altparteien|
pi_texts/wir-sind-13-prozent http://www.pi-news.net/2017/10/wir-sind-13-prozent/ 2017-10-06 |RICHARD FEUERBACH| None |radically right| |AfD Bundestagswahl|
pi_texts/amadeu-antonio-stiftung-gegen-verlag-antaios-ein-offener-brief http://www.pi-news.net/2017/10/amadeu-antonio-stiftung-gegen-verlag-antaios-ein-offener-brief/ 2017-10-06 |None| None |radically right| |Kampf gegen Rechts™ Linksfaschismus|
pi_texts/berliner-theater-intendant-will-keine-afd-waehler-zu-gast-haben http://www.pi-news.net/2017/10/berliner-theater-intendant-will-keine-afd-waehler-zu-gast-haben/ 2017-10-06 |None| None |radically right| |Linksfaschismus|
pi_texts/gute-zeiten-erschaffen-schwache-maenner http://www.pi-news.net/2017/10/gute-zeiten-erschaffen-schwache-maenner/ 2017-10-06 |None| None |radically right| |Deutschland|
pi_texts/laut-gedacht-53-free-catalonia http://www.pi-news.net/2017/10/laut-gedacht-53-free-catalonia/ 2017-10-06 |None| None |radically right| |Laut Gedacht|
pi_texts/eggenfelden-kastrierender-kasache-toetet-zimmernachbarn http://www.pi-news.net/2017/10/eggenfelden-kastrierender-kasache-toetet-zimmernachbarn/ 2017-10-05 |MAX THOMA| None |radically right| ||
pi_texts/die-obergrenze-der-fatale-csu-irrtum-2-0 http://www.pi-news.net/2017/10/die-obergrenze-der-fatale-csu-irrtum-2-0/ 2017-10-05 |EUGEN PRINZ| None |radically right| |Eugen Prinz|
pi_texts/video-hyperion-im-gespraech-mit-michael-stuerzenberger http://www.pi-news.net/2017/10/video-hyperion-im-gespraech-mit-michael-stuerzenberger/ 2017-10-05 |None| None |radically right| |Gericht Hyperion Stürzenberger|
pi_texts/gauland-ab-in-die-klapsmuehle http://www.pi-news.net/2017/10/gauland-ab-in-die-klapsmuehle/ 2017-10-05 |PETER BARTELS| None |radically right| |Bartels|
pi_texts/wien-moslemrudel-droht-paerchen-mit-vergewaltigung http://www.pi-news.net/2017/10/wien-moslemrudel-droht-paerchen-mit-vergewaltigung/ 2017-10-05 |None| None |radically right| |lsg Scharia|
pi_texts/juden-israel-und-deutsche-patrioten http://www.pi-news.net/2017/10/juden-israel-und-deutsche-patrioten/ 2017-10-05 |WOLFGANG HÜBNER| None |radically right| |Hübner Israel|
pi_texts/wenn-erik-und-guelcan-polizeibeamte-werden-wollen http://www.pi-news.net/2017/10/wenn-erik-und-guelcan-polizeibeamte-werden-wollen/ 2017-10-05 |None| None |radically right| |Political Correctness Polizei|
pi_texts/fuerstin-gloria-von-thurn-taxis-ich-verstehe-die-kanzlerin-nicht-mehr http://www.pi-news.net/2017/10/fuerstin-gloria-von-thurn-taxis-ich-verstehe-die-kanzlerin-nicht-mehr/ 2017-10-05 |PETER BARTELS| None |radically right| |Merkelismus|
pi_texts/wolfgang-ockenfels-zum-wahlerfolg-der-afd http://www.pi-news.net/2017/10/wolfgang-ockenfels-zum-wahlerfolg-der-afd/ 2017-10-05 |None| None |radically right| |AfD|
pi_texts/krankfurt-strassen-schlachten-am-helllichten-tag http://www.pi-news.net/2017/10/krankfurt-strassen-schlachten-am-helllichten-tag/ 2017-10-04 |MAX THOMA| None |radically right| ||
pi_texts/netzdg-wirkt-twitter-account-nur-fuer-deutschland-zensiert http://www.pi-news.net/2017/10/netzdg-wirkt-twitter-account-nur-fuer-deutschland-zensiert/ 2017-10-04 |None| None |radically right| ||
pi_texts/sehr-geehrter-herr-bundespraesident http://www.pi-news.net/2017/10/sehr-geehrter-herr-bundespraesident/ 2017-10-04 |PETER BARTELS| None |radically right| |Merkelismus|
pi_texts/kurz-kurz-vor-kanzlerschaft http://www.pi-news.net/2017/10/kurz-kurz-vor-kanzlerschaft/ 2017-10-04 |OLIVER FLESCH| None |radically right| |FPÖ Kurz Nationalratswahl Österreich ÖVP|
pi_texts/bamf-warnt-vor-nachwuchsdschihadisten-an-grundschulen http://www.pi-news.net/2017/10/bamf-warnt-vor-nachwuchsdschihadisten-an-grundschulen/ 2017-10-04 |None| None |radically right| |L.S.Gabriel|
pi_texts/meuthen-stemmt-sich-gegen-fakenews http://www.pi-news.net/2017/10/meuthen-stemmt-sich-gegen-fakenews/ 2017-10-04 |None| None |radically right| ||
pi_texts/niedersachsen-wahl-afd-hohe-kompetenz-bei-innerer-sicherheit http://www.pi-news.net/2017/10/niedersachsen-wahl-afd-hohe-kompetenz-bei-innerer-sicherheit/ 2017-10-04 |None| None |radically right| |AfD|
pi_texts/die-wahrheit-hinter-dem-rohingya-konflikt http://www.pi-news.net/2017/10/die-wahrheit-hinter-dem-rohingya-konflikt/ 2017-10-04 |None| None |radically right| ||
pi_texts/demokratie-klare-worte-aus-polen http://www.pi-news.net/2017/10/demokratie-klare-worte-aus-polen/ 2017-10-04 |None| None |radically right| |Buchtipp|
pi_texts/hetzkultur-im-ersten http://www.pi-news.net/2017/10/hetzkultur-im-ersten/ 2017-10-04 |None| None |radically right| ||
pi_texts/rechtsruck-in-sachsen http://www.pi-news.net/2017/10/rechtsruck-in-sachsen/ 2017-10-03 |None| None |radically right| |AfD Altparteien Patriotismus|
pi_texts/buehl-flash-mob-mit-crash-mob http://www.pi-news.net/2017/10/buehl-flash-mob-mit-crash-mob/ 2017-10-03 |JOHANNES DANIELS| None |radically right| |Migrantengewalt|
pi_texts/polygamie-in-schwedischen-kinderbuechern http://www.pi-news.net/2017/10/polygamie-in-schwedischen-kinderbuechern/ 2017-10-03 |None| None |radically right| ||
pi_texts/3-oktober-steinmeier-beklagt-neue-mauern-und-demokratiefeinde http://www.pi-news.net/2017/10/3-oktober-steinmeier-beklagt-neue-mauern-und-demokratiefeinde/ 2017-10-03 |None| None |radically right| |L.S.Gabriel|
pi_texts/impressionen-vom-3-kyffhaeuser-treffen-des-fluegels http://www.pi-news.net/2017/10/impressionen-vom-3-kyffhaeuser-treffen-des-fluegels/ 2017-10-03 |None| None |radically right| |AfD|
pi_texts/video-perspektiven-der-islamkritik http://www.pi-news.net/2017/10/video-perspektiven-der-islamkritik/ 2017-10-03 |None| None |radically right| |AfD Islam|
pi_texts/spd-arschloch-kahrs-1-trauzeuge-bei-1-homo-hochzeit http://www.pi-news.net/2017/10/spd-arschloch-kahrs-1-trauzeuge-bei-1-homo-hochzeit/ 2017-10-03 |OLIVER FLESCH| None |radically right| |Schwule SPD|
